HPO_ID	term_id	name	N_OMIM_diseases_with_term	frac_OMIM_diseases_with_term	N_Orpha_diseases_with_term	frac_Orpha_diseases_with_term
HP:0000554	554	Uveitis	15	0.0018	38	0.0089
HP:0000555	555	Leukocoria	8	0.0010	4	0.0009
HP:0000556	556	Retinal dystrophy	69	0.0083	28	0.0065
HP:0000557	557	Buphthalmos	17	0.0020	9	0.0021
HP:0000558	558	Rieger anomaly	8	0.0010	2	0.0005
HP:0000559	559	Corneal scarring	14	0.0017	11	0.0026
HP:0000561	561	Absent eyelashes	29	0.0035	17	0.0040
HP:0000563	563	Keratoconus	30	0.0036	14	0.0033
HP:0000564	564	Lacrimal duct atresia	7	0.0008	3	0.0007
HP:0000565	565	Esotropia	118	0.0141	65	0.0152
HP:0000567	567	Chorioretinal coloboma	36	0.0043	36	0.0084
HP:0000568	568	Microphthalmia	243	0.0291	134	0.0313
HP:0000570	570	Abnormal saccadic eye movements	3	0.0004	18	0.0042
HP:0000571	571	Hypometric saccades	14	0.0017	8	0.0019
HP:0000572	572	Visual loss	64	0.0077	91	0.0213
HP:0000573	573	Retinal hemorrhage	13	0.0016	17	0.0040
HP:0000574	574	Thick eyebrow	130	0.0155	80	0.0187
HP:0000575	575	Scotoma	9	0.0011	10	0.0023
HP:0000576	576	Centrocecal scotoma	4	0.0005	1	0.0002
HP:0000577	577	Exotropia	87	0.0104	35	0.0082
HP:0000579	579	Nasolacrimal duct obstruction	19	0.0023	13	0.0030
HP:0000580	580	Pigmentary retinopathy	87	0.0104	35	0.0082
HP:0000581	581	Blepharophimosis	129	0.0154	91	0.0213
HP:0000582	582	Upslanted palpebral fissure	264	0.0316	148	0.0346
HP:0000584	584	Punctate corneal epithelial erosions	2	0.0002	0	0
HP:0000585	585	Band keratopathy	8	0.0010	8	0.0019
HP:0000586	586	Shallow orbits	32	0.0038	15	0.0035
HP:0000587	587	Abnormal optic nerve morphology	2	0.0002	30	0.0070
HP:0000588	588	Optic disc coloboma	25	0.0030	17	0.0040
HP:0000589	589	Coloboma	57	0.0068	33	0.0077
HP:0000590	590	Progressive external ophthalmoplegia	22	0.0026	17	0.0040
HP:0000591	591	Abnormal sclera morphology	4	0.0005	2	0.0005
HP:0000592	592	Blue sclerae	96	0.0115	57	0.0133
HP:0000593	593	Abnormal anterior chamber morphology	3	0.0004	14	0.0033
HP:0000594	594	Shallow anterior chamber	14	0.0017	2	0.0005
HP:0000597	597	Ophthalmoparesis	28	0.0033	30	0.0070
HP:0000598	598	Abnormality of the ear	18	0.0022	12	0.0028
HP:0000599	599	Abnormality of the frontal hairline	0	0	2	0.0005
HP:0000600	600	Abnormality of the pharynx	0	0	17	0.0040
HP:0000601	601	Hypotelorism	111	0.0133	56	0.0131
HP:0000602	602	Ophthalmoplegia	54	0.0065	55	0.0128
HP:0000603	603	Central scotoma	32	0.0038	16	0.0037
HP:0000605	605	Supranuclear gaze palsy	14	0.0017	14	0.0033
HP:0000606	606	Abnormality of the periorbital region	0	0	2	0.0005
HP:0000607	607	Periorbital wrinkles	4	0.0005	1	0.0002
HP:0000608	608	Macular degeneration	46	0.0055	18	0.0042
HP:0000609	609	Optic nerve hypoplasia	63	0.0075	40	0.0093
HP:0000610	610	Abnormal choroid morphology	1	0.0001	9	0.0021
HP:0000612	612	Iris coloboma	80	0.0096	95	0.0222
HP:0000613	613	Photophobia	148	0.0177	134	0.0313
HP:0000614	614	Abnormal nasolacrimal system morphology	1	0.0001	12	0.0028
HP:0000615	615	Abnormal pupil morphology	1	0.0001	19	0.0044
HP:0000616	616	Miosis	17	0.0020	10	0.0023
HP:0000617	617	Abnormality of ocular smooth pursuit	6	0.0007	5	0.0012
HP:0000618	618	Blindness	94	0.0112	92	0.0215
HP:0000619	619	Impaired convergence	2	0.0002	2	0.0005
HP:0000620	620	Dacryocystitis	5	0.0006	11	0.0026
HP:0000621	621	Entropion	14	0.0017	6	0.0014
HP:0000622	622	Blurred vision	14	0.0017	50	0.0117
HP:0000623	623	Supranuclear ophthalmoplegia	4	0.0005	5	0.0012
HP:0000625	625	Eyelid coloboma	13	0.0016	19	0.0044
HP:0000627	627	Posterior embryotoxon	16	0.0019	8	0.0019
HP:0000629	629	Periorbital fullness	46	0.0055	10	0.0023
HP:0000630	630	Abnormal retinal artery morphology	0	0	1	0.0002
HP:0000631	631	Retinal arterial tortuosity	1	0.0001	0	0
HP:0000632	632	Lacrimation abnormality	3	0.0004	16	0.0037
HP:0000633	633	Decreased lacrimation	8	0.0010	9	0.0021
HP:0000634	634	Impaired ocular abduction	4	0.0005	2	0.0005
HP:0000635	635	Blue irides	25	0.0030	8	0.0019
HP:0000636	636	Upper eyelid coloboma	8	0.0010	4	0.0009
HP:0000637	637	Long palpebral fissure	64	0.0077	29	0.0068
HP:0000639	639	Nystagmus	666	0.0796	388	0.0906
HP:0000640	640	Gaze-evoked nystagmus	35	0.0042	23	0.0054
HP:0000641	641	Dysmetric saccades	11	0.0013	8	0.0019
HP:0000642	642	Red-green dyschromatopsia	7	0.0008	4	0.0009
HP:0000643	643	Blepharospasm	16	0.0019	27	0.0063
HP:0000646	646	Amblyopia	69	0.0083	54	0.0126
HP:0000647	647	Sclerocornea	22	0.0026	15	0.0035
HP:0000648	648	Optic atrophy	356	0.0426	266	0.0621
HP:0000649	649	Abnormality of visual evoked potentials	17	0.0020	31	0.0072
HP:0000650	650	Abnormal amplitude of pattern reversal visual evoked potentials	2	0.0002	0	0
HP:0000651	651	Diplopia	33	0.0039	87	0.0203
HP:0000652	652	Lower eyelid coloboma	12	0.0014	1	0.0002
HP:0000653	653	Sparse eyelashes	81	0.0097	25	0.0058
HP:0000654	654	Decreased light- and dark-adapted electroretinogram amplitude	17	0.0020	3	0.0007
HP:0000656	656	Ectropion	34	0.0041	25	0.0058
HP:0000657	657	Oculomotor apraxia	74	0.0088	42	0.0098
HP:0000658	658	Eyelid apraxia	5	0.0006	2	0.0005
HP:0000659	659	Peters anomaly	21	0.0025	5	0.0012
HP:0000660	660	Lipemia retinalis	5	0.0006	2	0.0005
HP:0000661	661	Palpebral fissure narrowing on adduction	3	0.0004	0	0
HP:0000662	662	Nyctalopia	145	0.0173	42	0.0098
HP:0000664	664	Synophrys	184	0.0220	102	0.0238
HP:0000666	666	Horizontal nystagmus	74	0.0088	31	0.0072
HP:0000667	667	Phthisis bulbi	8	0.0010	3	0.0007
HP:0000668	668	Hypodontia	94	0.0112	69	0.0161
HP:0000670	670	Carious teeth	86	0.0103	92	0.0215
HP:0000674	674	Anodontia	9	0.0011	10	0.0023
HP:0000675	675	Macrodontia of permanent maxillary central incisor	8	0.0010	5	0.0012
HP:0000676	676	Abnormality of the incisor	0	0	2	0.0005
HP:0000677	677	Oligodontia	54	0.0065	30	0.0070
HP:0000678	678	Dental crowding	105	0.0126	56	0.0131
HP:0000679	679	Taurodontia	18	0.0022	19	0.0044
HP:0000680	680	Delayed eruption of primary teeth	13	0.0016	6	0.0014
HP:0000682	682	Abnormal dental enamel morphology	1	0.0001	77	0.0180
HP:0000683	683	Grayish enamel	2	0.0002	3	0.0007
HP:0000684	684	Delayed eruption of teeth	78	0.0093	94	0.0220
HP:0000685	685	Hypoplasia of teeth	17	0.0020	12	0.0028
HP:0000687	687	Widely spaced teeth	102	0.0122	36	0.0084
HP:0000689	689	Dental malocclusion	95	0.0114	48	0.0112
HP:0000690	690	Agenesis of maxillary lateral incisor	4	0.0005	1	0.0002
HP:0000691	691	Microdontia	90	0.0108	62	0.0145
HP:0000692	692	Tooth malposition	23	0.0028	21	0.0049
HP:0000694	694	Odontodysplasia	2	0.0002	3	0.0007
HP:0000695	695	Natal tooth	36	0.0043	15	0.0035
HP:0000696	696	Delayed eruption of permanent teeth	14	0.0017	8	0.0019
HP:0000698	698	Conical tooth	28	0.0033	7	0.0016
HP:0000699	699	Diastema	20	0.0024	5	0.0012
HP:0000700	700	Periapical bone loss	2	0.0002	1	0.0002
HP:0000703	703	Dentinogenesis imperfecta	24	0.0029	6	0.0014
HP:0000704	704	Periodontitis	13	0.0016	16	0.0037
HP:0000705	705	Amelogenesis imperfecta	35	0.0042	6	0.0014
HP:0000706	706	Eruption failure	6	0.0007	3	0.0007
HP:0000707	707	Abnormality of the nervous system	32	0.0038	102	0.0238
HP:0000708	708	Atypical behavior	57	0.0068	293	0.0684
HP:0000709	709	Psychosis	61	0.0073	64	0.0149
HP:0000710	710	Hyperorality	9	0.0011	3	0.0007
HP:0000711	711	Restlessness	23	0.0028	19	0.0044
HP:0000712	712	Emotional lability	54	0.0065	70	0.0164
HP:0000713	713	Agitation	34	0.0041	38	0.0089
HP:0000716	716	Depression	118	0.0141	194	0.0453
HP:0000717	717	Autism	99	0.0118	80	0.0187
HP:0000718	718	Aggressive behavior	229	0.0274	119	0.0278
HP:0000719	719	Inappropriate behavior	4	0.0005	8	0.0019
HP:0000721	721	Lack of spontaneous play	10	0.0012	0	0
HP:0000722	722	Compulsive behaviors	54	0.0065	48	0.0112
HP:0000723	723	Restrictive behavior	10	0.0012	2	0.0005
HP:0000725	725	Psychotic episodes	6	0.0007	8	0.0019
HP:0000726	726	Dementia	130	0.0155	106	0.0248
HP:0000727	727	Frontal lobe dementia	5	0.0006	4	0.0009
HP:0000728	728	Impaired ability to form peer relationships	6	0.0007	0	0
HP:0000729	729	Autistic behavior	282	0.0337	172	0.0402
HP:0000732	732	Inflexible adherence to routines	11	0.0013	0	0
HP:0000733	733	Motor stereotypy	141	0.0169	67	0.0157
HP:0000734	734	Disinhibition	16	0.0019	9	0.0021
HP:0000736	736	Short attention span	38	0.0045	63	0.0147
HP:0000737	737	Irritability	127	0.0152	122	0.0285
HP:0000738	738	Hallucinations	33	0.0039	52	0.0121
HP:0000739	739	Anxiety	155	0.0185	195	0.0456
HP:0000740	740	Episodic paroxysmal anxiety	3	0.0004	3	0.0007
HP:0000741	741	Apathy	31	0.0037	43	0.0100
HP:0000742	742	Self-mutilation	39	0.0047	21	0.0049
HP:0000743	743	Frontal release signs	5	0.0006	3	0.0007
HP:0000744	744	Low frustration tolerance	10	0.0012	11	0.0026
HP:0000745	745	Diminished motivation	3	0.0004	2	0.0005
HP:0000746	746	Delusion	14	0.0017	17	0.0040
HP:0000748	748	Inappropriate laughter	14	0.0017	11	0.0026
HP:0000749	749	Paroxysmal bursts of laughter	7	0.0008	5	0.0012
HP:0000750	750	Delayed speech and language development	715	0.0855	301	0.0703
HP:0000751	751	Personality changes	26	0.0031	21	0.0049
HP:0000752	752	Hyperactivity	154	0.0184	87	0.0203
HP:0000753	753	Autism with high cognitive abilities	1	0.0001	2	0.0005
HP:0000756	756	Agoraphobia	2	0.0002	6	0.0014
HP:0000757	757	Lack of insight	3	0.0004	1	0.0002
HP:0000758	758	Abnormal nonverbal communicative behavior	9	0.0011	6	0.0014
HP:0000759	759	Abnormal peripheral nervous system morphology	3	0.0004	2	0.0005
HP:0000762	762	Decreased nerve conduction velocity	36	0.0043	42	0.0098
HP:0000763	763	Sensory neuropathy	36	0.0043	39	0.0091
HP:0000764	764	Peripheral axonal degeneration	12	0.0014	2	0.0005
HP:0000765	765	Abnormal thorax morphology	17	0.0020	37	0.0086
HP:0000766	766	Abnormal sternum morphology	21	0.0025	22	0.0051
HP:0000767	767	Pectus excavatum	268	0.0320	176	0.0411
HP:0000768	768	Pectus carinatum	149	0.0178	86	0.0201
HP:0000769	769	Abnormality of the breast	4	0.0005	1	0.0002
HP:0000771	771	Gynecomastia	48	0.0057	55	0.0128
HP:0000772	772	Abnormal rib morphology	6	0.0007	98	0.0229
HP:0000773	773	Short ribs	71	0.0085	21	0.0049
HP:0000774	774	Narrow chest	114	0.0136	82	0.0192
HP:0000775	775	Abnormality of the diaphragm	2	0.0002	7	0.0016
HP:0000776	776	Congenital diaphragmatic hernia	62	0.0074	71	0.0166
HP:0000777	777	Abnormal thymus morphology	4	0.0005	2	0.0005
HP:0000778	778	Hypoplasia of the thymus	17	0.0020	8	0.0019
HP:0000782	782	Abnormal scapula morphology	3	0.0004	3	0.0007
HP:0000786	786	Primary amenorrhea	77	0.0092	46	0.0107
HP:0000787	787	Nephrolithiasis	57	0.0068	57	0.0133
HP:0000789	789	Infertility	33	0.0039	36	0.0084
HP:0000790	790	Hematuria	56	0.0067	83	0.0194
HP:0000791	791	Uric acid nephrolithiasis	2	0.0002	6	0.0014
HP:0000793	793	Membranoproliferative glomerulonephritis	11	0.0013	6	0.0014
HP:0000794	794	IgA deposition in the glomerulus	7	0.0008	4	0.0009
HP:0000795	795	Abnormality of the urethra	0	0	12	0.0028
HP:0000796	796	Urethral obstruction	2	0.0002	2	0.0005
HP:0000798	798	Oligozoospermia	39	0.0047	18	0.0042
HP:0000799	799	Renal steatosis	3	0.0004	2	0.0005
HP:0000800	800	Cystic renal dysplasia	10	0.0012	3	0.0007
HP:0000802	802	Impotence	11	0.0013	33	0.0077
HP:0000803	803	Renal cortical cysts	6	0.0007	3	0.0007
HP:0000804	804	Xanthine nephrolithiasis	3	0.0004	1	0.0002
HP:0000805	805	Enuresis	17	0.0020	17	0.0040
HP:0000807	807	Glandular hypospadias	5	0.0006	6	0.0014
HP:0000808	808	Penoscrotal hypospadias	10	0.0012	4	0.0009
HP:0000809	809	Urinary tract atresia	0	0	0	0
HP:0000811	811	Abnormal external genitalia	2	0.0002	12	0.0028
HP:0000812	812	Abnormal internal genitalia	2	0.0002	5	0.0012
HP:0000813	813	Bicornuate uterus	28	0.0033	14	0.0033
HP:0000815	815	Hypergonadotropic hypogonadism	43	0.0051	36	0.0084
HP:0000816	816	Abnormality of Krebs cycle metabolism	0	0	2	0.0005
HP:0000817	817	Reduced eye contact	74	0.0088	25	0.0058
HP:0000818	818	Abnormality of the endocrine system	7	0.0008	28	0.0065
HP:0000819	819	Diabetes mellitus	79	0.0094	111	0.0259
HP:0000820	820	Abnormality of the thyroid gland	2	0.0002	26	0.0061
HP:0000821	821	Hypothyroidism	125	0.0149	133	0.0311
HP:0000822	822	Hypertension	190	0.0227	196	0.0458
HP:0000823	823	Delayed puberty	74	0.0088	119	0.0278
HP:0000824	824	Decreased response to growth hormone stimulation test	65	0.0078	67	0.0157
HP:0000825	825	Hyperinsulinemic hypoglycemia	12	0.0014	19	0.0044
HP:0000826	826	Precocious puberty	35	0.0042	60	0.0140
HP:0000828	828	Abnormality of the parathyroid gland	0	0	6	0.0014
HP:0000829	829	Hypoparathyroidism	15	0.0018	24	0.0056
HP:0000830	830	Anterior hypopituitarism	5	0.0006	21	0.0049
HP:0000831	831	Insulin-resistant diabetes mellitus	13	0.0016	19	0.0044
HP:0000832	832	Primary hypothyroidism	4	0.0005	5	0.0012
HP:0000834	834	Abnormality of the adrenal glands	0	0	13	0.0030
HP:0000835	835	Adrenal hypoplasia	20	0.0024	14	0.0033
HP:0000836	836	Hyperthyroidism	13	0.0016	21	0.0049
HP:0000837	837	Increased circulating gonadotropin level	7	0.0008	32	0.0075
HP:0000839	839	Pituitary dwarfism	6	0.0007	3	0.0007
HP:0000840	840	Adrenogenital syndrome	5	0.0006	0	0
HP:0000841	841	Hyperactive renin-angiotensin system	6	0.0007	3	0.0007
HP:0000842	842	Hyperinsulinemia	23	0.0028	39	0.0091
HP:0000843	843	Hyperparathyroidism	15	0.0018	8	0.0019
HP:0000845	845	Elevated circulating growth hormone concentration	9	0.0011	26	0.0061
HP:0000846	846	Adrenal insufficiency	23	0.0028	19	0.0044
HP:0000847	847	Abnormality of renin-angiotensin system	0	0	1	0.0002
HP:0000848	848	Increased circulating renin level	15	0.0018	13	0.0030
HP:0000849	849	Adrenocortical abnormality	0	0	4	0.0009
HP:0000851	851	Congenital hypothyroidism	21	0.0025	14	0.0033
HP:0000852	852	Pseudohypoparathyroidism	6	0.0007	6	0.0014
HP:0000853	853	Goiter	30	0.0036	29	0.0068
HP:0000854	854	Thyroid adenoma	5	0.0006	6	0.0014
HP:0000855	855	Insulin resistance	22	0.0026	42	0.0098
HP:0000857	857	Neonatal insulin-dependent diabetes mellitus	2	0.0002	6	0.0014
HP:0000858	858	Irregular menstruation	19	0.0023	15	0.0035
HP:0000859	859	Hyperaldosteronism	17	0.0020	9	0.0021
HP:0000860	860	Parathyroid hypoplasia	2	0.0002	1	0.0002
HP:0000863	863	Central diabetes insipidus	6	0.0007	15	0.0035
HP:0000864	864	Abnormality of the hypothalamus-pituitary axis	1	0.0001	20	0.0047
HP:0000866	866	Euthyroid multinodular goiter	2	0.0002	1	0.0002
HP:0000867	867	Secondary hyperparathyroidism	3	0.0004	5	0.0012
HP:0000868	868	Decreased fertility in females	3	0.0004	8	0.0019
HP:0000869	869	Secondary amenorrhea	32	0.0038	24	0.0056
HP:0000870	870	Increased circulating prolactin concentration	7	0.0008	34	0.0079
HP:0000871	871	Panhypopituitarism	10	0.0012	16	0.0037
HP:0000872	872	Hashimoto thyroiditis	11	0.0013	27	0.0063
HP:0000873	873	Diabetes insipidus	19	0.0023	32	0.0075
HP:0000875	875	Episodic hypertension	3	0.0004	0	0
HP:0000876	876	Oligomenorrhea	17	0.0020	27	0.0063
HP:0000877	877	Insulin-resistant diabetes mellitus at puberty	2	0.0002	1	0.0002
HP:0000878	878	11 pairs of ribs	38	0.0045	7	0.0016
HP:0000879	879	Short sternum	17	0.0020	8	0.0019
HP:0000882	882	Hypoplastic scapulae	26	0.0031	13	0.0030
HP:0000883	883	Thin ribs	42	0.0050	13	0.0030
HP:0000884	884	Prominent sternum	10	0.0012	4	0.0009
HP:0000885	885	Broad ribs	21	0.0025	10	0.0023
HP:0000886	886	Deformed rib cage	4	0.0005	3	0.0007
HP:0000887	887	Cupped ribs	8	0.0010	3	0.0007
HP:0000888	888	Horizontal ribs	16	0.0019	2	0.0005
HP:0000889	889	Abnormal clavicle morphology	2	0.0002	32	0.0075
HP:0000890	890	Long clavicles	11	0.0013	4	0.0009
HP:0000891	891	Cervical ribs	15	0.0018	7	0.0016
HP:0000892	892	Bifid ribs	4	0.0005	4	0.0009
HP:0000893	893	Bulging of the costochondral junction	4	0.0005	0	0
HP:0000894	894	Short clavicles	37	0.0044	11	0.0026
HP:0000895	895	Lateral clavicle hook	16	0.0019	2	0.0005
HP:0000896	896	Rib exostoses	3	0.0004	3	0.0007
HP:0000897	897	Rachitic rosary	6	0.0007	3	0.0007
HP:0000900	900	Thickened ribs	6	0.0007	3	0.0007
HP:0000902	902	Rib fusion	21	0.0025	16	0.0037
HP:0000904	904	Flaring of rib cage	7	0.0008	0	0
HP:0000905	905	Progressive clavicular acroosteolysis	3	0.0004	2	0.0005
HP:0000907	907	Anterior rib cupping	12	0.0014	5	0.0012
HP:0000910	910	Wide-cupped costochondral junctions	2	0.0002	0	0
HP:0000911	911	Flat glenoid fossa	3	0.0004	0	0
HP:0000912	912	Sprengel anomaly	15	0.0018	26	0.0061
HP:0000913	913	Posterior rib fusion	3	0.0004	1	0.0002
HP:0000914	914	Shield chest	17	0.0020	10	0.0023
HP:0000915	915	Pectus excavatum of inferior sternum	5	0.0006	0	0
HP:0000916	916	Broad clavicles	7	0.0008	3	0.0007
HP:0000917	917	Superior pectus carinatum	3	0.0004	0	0
HP:0000918	918	Scapular exostoses	3	0.0004	1	0.0002
HP:0000919	919	Abnormality of the costochondral junction	0	0	2	0.0005
HP:0000920	920	Enlargement of the costochondral junction	9	0.0011	2	0.0005
HP:0000921	921	Missing ribs	17	0.0020	20	0.0047
HP:0000922	922	Posterior rib cupping	5	0.0006	0	0
HP:0000924	924	Abnormality of the skeletal system	33	0.0039	69	0.0161
HP:0000925	925	Abnormality of the vertebral column	18	0.0022	30	0.0070
HP:0000926	926	Platyspondyly	147	0.0176	76	0.0178
HP:0000927	927	Abnormality of skeletal maturation	0	0	1	0.0002
HP:0000929	929	Abnormal skull morphology	0	0	39	0.0091
HP:0000930	930	Elevated imprint of the transverse sinuses	2	0.0002	0	0
HP:0000931	931	Thinning and bulging of the posterior fossa bones	2	0.0002	0	0
HP:0000932	932	Abnormal posterior cranial fossa morphology	3	0.0004	13	0.0030
HP:0000933	933	Posterior fossa cyst at the fourth ventricle	2	0.0002	2	0.0005
HP:0000934	934	Chondrocalcinosis	10	0.0012	14	0.0033
HP:0000935	935	Thickened cortex of long bones	8	0.0010	4	0.0009
HP:0000938	938	Osteopenia	183	0.0219	135	0.0315
HP:0000939	939	Osteoporosis	129	0.0154	133	0.0311
HP:0000940	940	Abnormal diaphysis morphology	0	0	18	0.0042
HP:0000941	941	Short diaphyses	1	0.0001	1	0.0002
HP:0000943	943	Dysostosis multiplex	24	0.0029	16	0.0037
HP:0000944	944	Abnormal metaphysis morphology	1	0.0001	81	0.0189
HP:0000946	946	Hypoplastic ilia	16	0.0019	15	0.0035
HP:0000947	947	Dumbbell-shaped long bone	4	0.0005	3	0.0007
HP:0000951	951	Abnormality of the skin	53	0.0063	34	0.0079
HP:0000952	952	Jaundice	117	0.0140	106	0.0248
HP:0000953	953	Hyperpigmentation of the skin	55	0.0066	62	0.0145
HP:0000954	954	Single transverse palmar crease	178	0.0213	48	0.0112
HP:0000956	956	Acanthosis nigricans	42	0.0050	48	0.0112
HP:0000957	957	Cafe-au-lait spot	77	0.0092	24	0.0056
HP:0000958	958	Dry skin	110	0.0132	94	0.0220
HP:0000960	960	Sacral dimple	77	0.0092	50	0.0117
HP:0000961	961	Cyanosis	40	0.0048	68	0.0159
HP:0000962	962	Hyperkeratosis	91	0.0109	83	0.0194
HP:0000963	963	Thin skin	50	0.0060	49	0.0114
HP:0000964	964	Eczematoid dermatitis	102	0.0122	64	0.0149
HP:0000965	965	Cutis marmorata	37	0.0044	34	0.0079
HP:0000966	966	Hypohidrosis	53	0.0063	52	0.0121
HP:0000967	967	Petechiae	35	0.0042	28	0.0065
HP:0000968	968	Ectodermal dysplasia	35	0.0042	11	0.0026
HP:0000969	969	Edema	84	0.0100	94	0.0220
HP:0000970	970	Anhidrosis	28	0.0033	13	0.0030
HP:0000971	971	Abnormal sweat gland morphology	12	0.0014	1	0.0002
HP:0000972	972	Palmoplantar hyperkeratosis	53	0.0063	19	0.0044
HP:0000973	973	Cutis laxa	55	0.0066	24	0.0056
HP:0000974	974	Hyperextensible skin	51	0.0061	46	0.0107
HP:0000975	975	Hyperhidrosis	57	0.0068	102	0.0238
HP:0000977	977	Soft skin	32	0.0038	7	0.0016
HP:0000978	978	Bruising susceptibility	107	0.0128	74	0.0173
HP:0000979	979	Purpura	24	0.0029	45	0.0105
HP:0000980	980	Pallor	39	0.0047	74	0.0173
HP:0000982	982	Palmoplantar keratoderma	56	0.0067	65	0.0152
HP:0000987	987	Atypical scarring of skin	11	0.0013	33	0.0077
HP:0000988	988	Skin rash	46	0.0055	112	0.0262
HP:0000989	989	Pruritus	57	0.0068	129	0.0301
HP:0000991	991	Xanthomatosis	8	0.0010	12	0.0028
HP:0000992	992	Cutaneous photosensitivity	59	0.0071	53	0.0124
HP:0000993	993	Molluscoid pseudotumors	6	0.0007	1	0.0002
HP:0000995	995	Melanocytic nevus	19	0.0023	41	0.0096
HP:0000996	996	Facial capillary hemangioma	5	0.0006	5	0.0012
HP:0000997	997	Axillary freckling	9	0.0011	3	0.0007
HP:0000998	998	Hypertrichosis	70	0.0084	29	0.0068
HP:0000999	999	Pyoderma	5	0.0006	1	0.0002
HP:0001000	1000	Abnormality of skin pigmentation	22	0.0026	46	0.0107
HP:0001001	1001	Abnormality of subcutaneous fat tissue	0	0	3	0.0007
HP:0001003	1003	Multiple lentigines	14	0.0017	8	0.0019
HP:0001004	1004	Lymphedema	45	0.0054	52	0.0121
HP:0001005	1005	Dermatological manifestations of systemic disorders	0	0	5	0.0012
HP:0001007	1007	Hirsutism	113	0.0135	53	0.0124
HP:0001008	1008	Accumulation of melanosomes in melanocytes	3	0.0004	0	0
HP:0001009	1009	Telangiectasia	32	0.0038	23	0.0054
HP:0001010	1010	Hypopigmentation of the skin	40	0.0048	60	0.0140
HP:0001012	1012	Multiple lipomas	13	0.0016	20	0.0047
HP:0001013	1013	Eruptive xanthomas	4	0.0005	4	0.0009
HP:0001014	1014	Angiokeratoma	4	0.0005	2	0.0005
HP:0001015	1015	Prominent superficial veins	21	0.0025	7	0.0016
HP:0001017	1017	Anemic pallor	5	0.0006	4	0.0009
HP:0001018	1018	Abnormal palmar dermatoglyphics	3	0.0004	4	0.0009
HP:0001019	1019	Erythroderma	35	0.0042	21	0.0049
HP:0001022	1022	Albinism	24	0.0029	4	0.0009
HP:0001024	1024	Skin dimple over apex of long bone angulation	2	0.0002	2	0.0005
HP:0001025	1025	Urticaria	24	0.0029	43	0.0100
HP:0001026	1026	Penetrating foot ulcers	0	0	4	0.0009
HP:0001027	1027	Soft, doughy skin	10	0.0012	9	0.0021
HP:0001028	1028	Hemangioma	29	0.0035	32	0.0075
HP:0001029	1029	Poikiloderma	24	0.0029	15	0.0035
HP:0001030	1030	Fragile skin	29	0.0035	25	0.0058
HP:0001031	1031	Subcutaneous lipoma	5	0.0006	9	0.0021
HP:0001032	1032	Absent distal interphalangeal creases	5	0.0006	2	0.0005
HP:0001033	1033	Facial flushing after alcohol intake	1	0.0001	0	0
HP:0001034	1034	Hypermelanotic macule	26	0.0031	25	0.0058
HP:0001036	1036	Parakeratosis	26	0.0031	12	0.0028
HP:0001038	1038	Warfarin-induced skin necrosis	2	0.0002	1	0.0002
HP:0001039	1039	Atheroeruptive xanthoma	1	0.0001	0	0
HP:0001040	1040	Multiple pterygia	5	0.0006	1	0.0002
HP:0001041	1041	Facial erythema	11	0.0013	10	0.0023
HP:0001042	1042	High axial triradius	4	0.0005	0	0
